predicted_label,None,Positive,Negative
0,0.9976058,0.0011197701,0.0012743775
0,0.9979155,0.0010184393,0.0010658673
0,0.99837005,0.0007324697,0.0008975369
0,0.99837345,0.0007675038,0.00085932494
0,0.99829245,0.00082438724,0.0008833409
0,0.99815017,0.00077239407,0.0010773788
0,0.9982787,0.0008201383,0.0009011529
0,0.9980054,0.00087988033,0.001114777
0,0.99834675,0.00084542576,0.0008076307
0,0.9983043,0.0008274031,0.0008682289
0,0.99806917,0.00076410745,0.0011665261
0,0.99821776,0.0009156513,0.0008664448
0,0.99812156,0.0009539801,0.00092430867
0,0.9979189,0.0011076086,0.0009734735
0,0.99823344,0.0009482023,0.00081855786
0,0.97114736,0.008424395,0.020428345
0,0.99814403,0.000856678,0.0009991768
0,0.99675846,0.0014957136,0.0017459155
0,0.9981273,0.0007781878,0.0010945966
0,0.9977519,0.0012939603,0.0009540186
0,0.9982606,0.0007784235,0.00096102996
0,0.99780136,0.00086286606,0.0013358213
0,0.9982625,0.00093251455,0.0008048539
0,0.99791986,0.0008199991,0.0012601264
0,0.9983054,0.00067560794,0.0010189922
1,0.29019648,0.65058845,0.05921506
0,0.9981692,0.0007920294,0.001038759
0,0.99825865,0.0008118018,0.00092939293
0,0.9845981,0.009485035,0.0059168166
0,0.824821,0.13480246,0.04037641
0,0.9977542,0.0011166183,0.0011289857
0,0.99822164,0.00088259653,0.00089605607
0,0.9982311,0.000782621,0.0009864807
0,0.9979541,0.00095074804,0.001095128
1,0.023638377,0.6858153,0.29054636
0,0.998232,0.0007639242,0.001004077
0,0.9974884,0.0014726877,0.0010387764
0,0.99784267,0.0008129131,0.0013444123
0,0.9982116,0.0008466102,0.0009416339
0,0.99835867,0.0008276884,0.0008135026
0,0.99801356,0.001131569,0.00085467787
0,0.9971844,0.0012662183,0.0015493036
0,0.9979194,0.0009774117,0.0011032884
0,0.9960615,0.0016802334,0.002258204
0,0.99732715,0.0017205417,0.0009525268
0,0.9977833,0.00094255473,0.0012741003
0,0.9979203,0.0008821194,0.0011977538
1,0.005141588,0.92645174,0.06840669
0,0.9796233,0.015518761,0.004857949
0,0.9982854,0.00079843285,0.0009164625
0,0.998183,0.00075582386,0.0010612219
0,0.99818397,0.0008945414,0.00092160294
0,0.9983334,0.00079488446,0.00087159546
0,0.99741465,0.0012501007,0.0013355456
0,0.99816823,0.0008798577,0.0009518068
0,0.9984125,0.0007716424,0.0008160108
0,0.99837345,0.00080650125,0.00082016527
0,0.9982601,0.0009060986,0.00083388214
1,0.0035426037,0.9080944,0.08836305
0,0.9982092,0.0008776507,0.00091302063
0,0.9968759,0.0014516752,0.0016722708
0,0.99830294,0.00081273646,0.0008846131
0,0.99785084,0.00089599454,0.0012530392
0,0.9976991,0.0009569802,0.0013440432
0,0.9970751,0.0015111878,0.0014137215
0,0.9980644,0.0009247927,0.0010105899
0,0.99824345,0.0007551128,0.0010012571
0,0.99786085,0.0008650915,0.0012741685
0,0.99840295,0.0008072661,0.0007896228
0,0.99818534,0.0008745088,0.00094012776
0,0.998053,0.0007946517,0.0011524179
0,0.9976896,0.0010119916,0.0012985546
0,0.9982591,0.0008932354,0.00084737426
0,0.99833626,0.00077350944,0.0008900546
