predicted_label,None,Positive,Negative
0,0.9936236,0.002538915,0.0038375705
0,0.91982687,0.030837841,0.049335286
1,0.02301743,0.96746016,0.009522544
0,0.8774668,0.108209796,0.014323408
0,0.9935445,0.0022456923,0.004209846
2,0.32513303,0.043508988,0.6313579
2,0.26695892,0.04147907,0.691562
0,0.99310803,0.002727287,0.004164762
0,0.99328184,0.0033487736,0.003369478
1,0.021403208,0.9676184,0.010978452
2,0.02611076,0.06493727,0.9089518
0,0.9931176,0.002452568,0.0044298433
0,0.9932914,0.0032509568,0.0034576594
0,0.974546,0.0083880145,0.017065916
1,0.01266144,0.9727952,0.014543366
0,0.9892473,0.003132005,0.007620632
0,0.9940158,0.0029484206,0.0030357102
0,0.9909573,0.0022000754,0.0068426575
0,0.9902838,0.0029644873,0.006751687
1,0.011495222,0.97922,0.009284906
2,0.16327552,0.041220378,0.79550403
1,0.039473895,0.9488095,0.011716493
1,0.3092784,0.6748538,0.015867721
0,0.99222404,0.0025896118,0.0051864996
0,0.97887874,0.005055097,0.01606616
0,0.9883058,0.0074849976,0.004209063
0,0.99343705,0.0028939848,0.0036689837
1,0.017365308,0.9670918,0.0155428
0,0.9914468,0.003894065,0.0046590967
0,0.99190664,0.0036543298,0.0044388906
1,0.0958679,0.8934694,0.010662765
0,0.9921349,0.003681437,0.0041837185
2,0.02541454,0.22245786,0.7521275
0,0.99479103,0.0023215523,0.0028872266
0,0.9934315,0.0039304323,0.0026379197
0,0.9923698,0.002661708,0.0049685207
1,0.0327898,0.94801,0.019200219
1,0.032750938,0.90982145,0.057427738
0,0.99389464,0.0024654907,0.0036397984
0,0.9779662,0.012724313,0.009309426
0,0.8094622,0.17487822,0.01565949
0,0.980744,0.016537178,0.0027188323
1,0.017494474,0.97263724,0.009868186
0,0.98890305,0.0041486393,0.0069482233
0,0.8093543,0.18443388,0.0062117404
0,0.79134154,0.018841328,0.18981709
2,0.03734592,0.041737456,0.9209166
0,0.9941077,0.0021670056,0.0037252733
1,0.024588767,0.9674649,0.00794618
1,0.052239444,0.93516004,0.012600561
0,0.99207854,0.0024773437,0.0054442366
0,0.9928988,0.0032544136,0.00384694
2,0.03142744,0.041395456,0.92717713
0,0.9923215,0.005203341,0.002474909
0,0.99285805,0.0031482785,0.0039936854
2,0.21064273,0.051720183,0.7376371
1,0.021349238,0.9612417,0.017408984
0,0.9636037,0.030711092,0.00568543
0,0.9925016,0.0047027958,0.0027956378
0,0.9806143,0.0035107585,0.015874788
1,0.010925046,0.9787532,0.010321813
0,0.9945521,0.00307288,0.0023752116
2,0.2764886,0.028874911,0.69463646
1,0.050924774,0.93615294,0.012922289
0,0.9936525,0.0032257987,0.0031217486
0,0.9946459,0.0029585506,0.0023954837
0,0.9939411,0.003119942,0.0029388224
2,0.058609236,0.04402252,0.8973684
0,0.993934,0.0020962695,0.003969689
0,0.98859805,0.0033836386,0.008018361
0,0.9822387,0.0040555713,0.01370584
0,0.9895383,0.007592316,0.0028694912
0,0.98995775,0.003732323,0.0063098655
1,0.012014879,0.97208625,0.015899016
0,0.9898927,0.005284914,0.004822333
1,0.040478338,0.951905,0.007616447
2,0.045310482,0.041927133,0.91276246
0,0.8999493,0.028281823,0.0717688
2,0.24504489,0.28353125,0.47142386
0,0.99418503,0.002342036,0.0034730053
1,0.04083905,0.94992334,0.009237539
1,0.021903051,0.96636945,0.01172751
0,0.9906623,0.005251228,0.0040865224
0,0.99501806,0.0023952255,0.0025866746
1,0.010525342,0.9782687,0.011205947
0,0.99373007,0.0039557857,0.0023141382
0,0.9925413,0.0026648142,0.0047937
0,0.99220514,0.005397592,0.002397353
0,0.9911585,0.004035432,0.004805954
0,0.99362516,0.0032375841,0.003137192
1,0.045310482,0.94325644,0.011433183
0,0.9943145,0.00290444,0.0027809727
1,0.022808999,0.9652149,0.011976025
0,0.9885559,0.0029334365,0.008510804
2,0.015911605,0.15288845,0.8312
0,0.9813248,0.014314969,0.004360262
0,0.759104,0.019202258,0.22169362
0,0.995042,0.0018982817,0.0030596566
0,0.99346805,0.0021379879,0.004394037
0,0.9944071,0.0028753958,0.002717508
0,0.99447876,0.0022211997,0.0033000153
0,0.9822393,0.0041479175,0.013612895
2,0.109150946,0.043713793,0.8471353
2,0.018765926,0.07964127,0.9015927
0,0.99372643,0.0026902994,0.003583322
0,0.98497254,0.009960049,0.005067236
1,0.05009731,0.94066924,0.009233365
0,0.9904295,0.0033191598,0.0062515168
0,0.7974153,0.1891219,0.013462714
0,0.928482,0.009992916,0.061524928
0,0.9891667,0.005402261,0.0054310933
1,0.010107283,0.97771275,0.012180018
0,0.67476654,0.05021707,0.2750163
1,0.0801161,0.90977174,0.010112108
2,0.042104214,0.0390027,0.918893
0,0.992798,0.0021763358,0.005025791
1,0.23048593,0.7585029,0.011011084
0,0.976593,0.0041298987,0.019277178
0,0.9923687,0.0040014493,0.0036298856
0,0.9948186,0.0023409745,0.0028404268
0,0.99250025,0.004787962,0.0027118742
0,0.95618474,0.029681135,0.0141339945
1,0.031904437,0.95601106,0.012084553
0,0.9775372,0.010769391,0.011693347
0,0.991629,0.0050862753,0.0032846965
0,0.9901656,0.0040945504,0.005739855
1,0.008857405,0.9788204,0.012322123
1,0.23477554,0.75121665,0.014007742
0,0.99215144,0.0032496098,0.004598947
0,0.99447894,0.0027765152,0.0027445846
0,0.9944645,0.0022985195,0.0032368216
1,0.06127517,0.92758226,0.011142534
1,0.0062927054,0.9491417,0.044565722
0,0.99204665,0.0049777715,0.0029757225
0,0.9869987,0.0049324743,0.008068817
0,0.99220914,0.0026219543,0.005168844
1,0.019853571,0.9699089,0.010237514
0,0.99244976,0.003434181,0.004116019
1,0.0069875596,0.97823364,0.014778886
0,0.9858768,0.0027962564,0.0113267675
1,0.04666664,0.94367146,0.009661895
2,0.119248286,0.034229606,0.8465221
1,0.010303805,0.97725964,0.012436539
1,0.17697878,0.7955655,0.027455766
0,0.994397,0.0023374453,0.0032656183
0,0.99299204,0.003128347,0.0038796216
0,0.9913258,0.0027462572,0.005927977
0,0.9939698,0.0029730988,0.003057052
0,0.986114,0.007861653,0.0060242726
0,0.98847836,0.00897457,0.0025469628
0,0.98617595,0.011311169,0.0025130156
0,0.9880259,0.008836982,0.003137126
0,0.99391484,0.0024754922,0.0036096307
0,0.9859408,0.0054309405,0.008628232
0,0.9415567,0.049743712,0.00869955
1,0.031896558,0.9588122,0.009291248
0,0.89168715,0.051101454,0.057211358
