predicted_label,None,Positive,Negative
0,0.9975844,0.00076844345,0.0016470529
0,0.99801064,0.00068007543,0.0013092918
0,0.99811774,0.0006383023,0.0012438169
0,0.99815726,0.00076261756,0.0010799463
0,0.9981306,0.00090253813,0.00096683425
0,0.95315367,0.0035799677,0.043266367
0,0.9976781,0.00091681303,0.0014051292
0,0.9979222,0.0010000027,0.0010777632
0,0.9980578,0.000902984,0.0010393193
0,0.9980345,0.00082033576,0.0011454198
0,0.9981635,0.0007756464,0.0010607564
2,0.029512746,0.017913714,0.95257354
0,0.9976286,0.0010261373,0.0013451331
0,0.9979779,0.00066393515,0.0013583866
0,0.9977271,0.001192678,0.0010801277
2,0.032423463,0.06961363,0.897963
0,0.9979722,0.00082729664,0.0012004686
0,0.99659735,0.0017957896,0.0016069853
0,0.9979593,0.0009144353,0.0011261516
0,0.9968364,0.001635252,0.0015281871
0,0.99785745,0.0006970908,0.0014455765
0,0.99787515,0.0009740994,0.0011504898
0,0.99786884,0.0010765725,0.001054522
0,0.9975573,0.0011895248,0.001253072
2,0.28479826,0.03708412,0.67811763
0,0.9975916,0.0012876054,0.0011206899
2,0.024341969,0.016090449,0.9595677
0,0.9981431,0.00057976786,0.0012772086
0,0.99743694,0.0012819727,0.001280895
0,0.63289,0.24428663,0.122823395
0,0.9976077,0.0011170496,0.0012751688
0,0.99708027,0.001444647,0.0014751047
1,0.015683956,0.8895602,0.094755664
0,0.9977633,0.00086101406,0.001375621
2,0.012305371,0.11141591,0.87627876
2,0.026834222,0.016911352,0.95625436
0,0.99765193,0.0011909351,0.0011572373
0,0.99732566,0.0013911569,0.0012830356
0,0.9972986,0.001355093,0.0013463607
2,0.06994064,0.015861101,0.9141982
0,0.99761814,0.0012049098,0.0011768291
0,0.99815017,0.00078779046,0.0010620856
0,0.9977971,0.00068411016,0.0015189382
0,0.99811816,0.0007878942,0.0010938067
0,0.997348,0.0014135119,0.0012384704
0,0.9978908,0.0006361932,0.0014729954
0,0.9976553,0.0010226633,0.001322271
0,0.9976048,0.0012597587,0.0011356501
0,0.995302,0.002777428,0.0019204245
0,0.9978917,0.00094570796,0.0011626811
0,0.9978551,0.0009945963,0.0011501929
0,0.99816626,0.00075602933,0.0010776161
0,0.9980573,0.00081684656,0.0011258103
0,0.99729246,0.0013924895,0.0013152964
0,0.99736136,0.0013843556,0.0012543246
0,0.99750406,0.0013565599,0.0011392743
0,0.9979983,0.0009565048,0.0010452844
0,0.99795747,0.00091048074,0.001132248
0,0.99722856,0.0015443125,0.0012271673
0,0.99809253,0.000585611,0.0013218094
2,0.014593055,0.02227941,0.96312743
0,0.9978842,0.00091705483,0.0011987131
0,0.9954499,0.0008745322,0.0036754208
0,0.99808776,0.00067625666,0.0012360433
0,0.9968835,0.0015963875,0.0015202548
0,0.9979822,0.00089036423,0.0011275214
0,0.9982092,0.00078969134,0.0010013555
0,0.996941,0.0015003233,0.0015586416
0,0.99799174,0.0007806597,0.0012274804
0,0.9968269,0.0017027004,0.0014705932
0,0.9978513,0.00078368786,0.0013650344
1,0.08030213,0.75670075,0.16299723
0,0.9974312,0.0014131237,0.0011556702
0,0.99730474,0.0014121489,0.0012830289
0,0.99792796,0.0010175718,0.0010546402
1,0.0662563,0.86862314,0.06512054
0,0.99739176,0.0010853732,0.0015225973
0,0.9974769,0.0012030187,0.0013199131
0,0.9973856,0.0011904939,0.001423813
0,0.9979817,0.00078105147,0.0012374562
1,0.18177143,0.70501506,0.11321352
