predicted_label,positive,neutral,negative,conflict,none
0,0.97341424,0.006589403,0.004343311,0.008740361,0.0069127376
4,0.0011475962,0.0008991806,0.00074648985,0.00048784024,0.99671906
0,0.973682,0.008129473,0.0037963516,0.010613469,0.0037787214
4,0.0011565842,0.0007471504,0.00079098507,0.00042113394,0.996884
2,0.009910921,0.017082786,0.9413271,0.017776284,0.013902842
2,0.009787466,0.022360858,0.9318465,0.023851003,0.012154101
4,0.0009490268,0.0008499541,0.0008839868,0.0004844955,0.9968326
4,0.0010635979,0.0010279871,0.0032863317,0.0005930264,0.99402887
4,0.0012078221,0.00088975136,0.0009226168,0.0004979676,0.99648184
0,0.6698431,0.04606311,0.18165667,0.09599024,0.006446938
4,0.0011708651,0.0008459024,0.0007061246,0.0004550828,0.9968222
4,0.00088862516,0.00079771364,0.0009389535,0.00044150054,0.9969334
4,0.0014417716,0.00074329134,0.000643625,0.00040916933,0.9967623
4,0.0010552141,0.0007529403,0.00076179684,0.00041276345,0.9970171
4,0.0011292937,0.0008592922,0.00087379356,0.00047317153,0.9966644
4,0.002720722,0.0009887102,0.0006861971,0.00054459064,0.99505985
4,0.0019062588,0.0007246919,0.00071315997,0.00040679122,0.99624914
4,0.0010783512,0.0007824075,0.0006945751,0.00043324495,0.99701136
4,0.0011891295,0.0008527934,0.00071943575,0.0004677943,0.99677086
0,0.97357017,0.0063311346,0.0053658765,0.009928947,0.004804011
4,0.0026564891,0.0010004663,0.0008356583,0.00058465725,0.99492276
4,0.0016891294,0.00079613045,0.0007406321,0.0004509956,0.9963232
4,0.0011384848,0.00081713055,0.00070521684,0.0004477587,0.99689156
4,0.0013312938,0.0007511795,0.0007582887,0.00042768283,0.99673146
4,0.0016484673,0.0008823058,0.00104301,0.00050741335,0.99591905
4,0.001157574,0.0007280554,0.00068916864,0.00040740406,0.997018
4,0.0010278625,0.00096328265,0.00083965453,0.00052934635,0.9966397
4,0.0025638146,0.0013099168,0.006766015,0.0008762887,0.98848397
4,0.0014847195,0.0009142217,0.00059111934,0.00048590585,0.9965242
4,0.001769146,0.0008234236,0.0007846264,0.00044192132,0.99618065
4,0.0012215159,0.0008645365,0.00077681243,0.0004855677,0.99665153
