predicted_label,no,yes
0,0.9999384,6.162766e-05
0,0.9999718,2.818846e-05
0,0.99996907,3.0869844e-05
0,0.9999781,2.1846161e-05
1,0.00012202474,0.9998779
0,0.99991035,8.96943e-05
0,0.99993134,6.881707e-05
0,0.99995273,4.720855e-05
0,0.99997663,2.3656365e-05
1,0.00013627067,0.9998636
1,0.00022107357,0.99977905
0,0.999939,6.128497e-05
0,0.9999152,8.4995e-05
0,0.99997616,2.3677128e-05
0,0.9996654,0.00033446468
1,0.0003260087,0.9996739
0,0.9999586,4.1433486e-05
0,0.9999384,6.169039e-05
0,0.99998045,1.9389396e-05
0,0.99966246,0.00033748324
1,0.00065023865,0.99934983
0,0.99995273,4.711275e-05
0,0.99994427,5.5675362e-05
0,0.99997276,2.728521e-05
0,0.99964815,0.0003519397
0,0.99995995,4.0067134e-05
0,0.99997383,2.6193951e-05
0,0.99996334,3.6666817e-05
0,0.9999757,2.4245113e-05
1,0.00010311668,0.999897
1,0.00018651338,0.99981356
0,0.99983495,0.00016497544
0,0.9998699,0.0001301614
0,0.9999466,5.366956e-05
0,0.9997349,0.00026510414
0,0.9999056,9.446487e-05
0,0.9999675,3.254715e-05
0,0.99995184,4.809991e-05
0,0.9999747,2.5351635e-05
1,0.00010893172,0.9998913
0,0.99992317,7.671815e-05
0,0.9999714,2.8486187e-05
0,0.99995995,4.0065643e-05
0,0.9999786,2.1689117e-05
1,0.00013278848,0.99986726
0,0.99985033,0.00014994091
0,0.99997276,2.746802e-05
0,0.9999475,5.2451116e-05
0,0.99997425,2.5969246e-05
1,0.00015233396,0.9998477
0,0.99995136,4.864323e-05
0,0.9999723,2.7613449e-05
0,0.99997383,2.6160173e-05
0,0.99997663,2.3425127e-05
1,0.00011681777,0.9998832
0,0.9999161,8.3774205e-05
0,0.99994797,5.2076102e-05
0,0.99996567,3.420606e-05
0,0.9999795,2.0342984e-05
1,0.00013577048,0.99986404
1,0.00018133163,0.9998188
0,0.99995226,4.7556765e-05
0,0.99992514,7.497914e-05
0,0.9999781,2.193091e-05
0,0.9997935,0.00020635485
1,0.00048724326,0.9995128
0,0.99996704,3.2828986e-05
0,0.9999438,5.6087094e-05
0,0.9999829,1.7106871e-05
0,0.9997487,0.00025119193
1,0.00047406135,0.9995259
0,0.9999647,3.524946e-05
0,0.999854,0.00014591892
0,0.99997276,2.7470038e-05
0,0.9998006,0.00019913941
0,0.9998899,0.00011039229
0,0.99996567,3.4259796e-05
0,0.99994135,5.8807815e-05
0,0.99997705,2.3180455e-05
1,0.00039144783,0.9996086
1,0.00020176447,0.9997983
0,0.9998474,0.00015273225
0,0.99485964,0.005140418
0,0.9999179,8.224998e-05
0,0.9997235,0.0002765344
0,0.9998793,0.00012091717
0,0.9999504,4.978315e-05
0,0.99995613,4.4046195e-05
0,0.9999747,2.5491521e-05
1,0.000121169505,0.9998788
0,0.9998756,0.00012459212
0,0.9999375,6.26779e-05
0,0.9999404,5.9806865e-05
0,0.9999781,2.1810103e-05
1,0.00020408364,0.999796
0,0.9999056,9.429943e-05
0,0.9999714,2.8805736e-05
0,0.9999509,4.9311246e-05
0,0.99998045,1.980692e-05
1,0.00017379985,0.9998262
0,0.9999533,4.6829464e-05
0,0.99997705,2.2925035e-05
0,0.9999643,3.592588e-05
0,0.99997616,2.3750901e-05
1,0.00011146234,0.99988836
0,0.9997378,0.0002622426
0,0.9998408,0.00015915542
0,0.9991323,0.00086775544
0,0.9999609,3.9363465e-05
1,0.00058325613,0.9994168
0,0.99987084,0.0001290544
0,0.9999604,3.9432824e-05
0,0.99994516,5.471349e-05
0,0.9999718,2.8318038e-05
1,0.00013276796,0.99986726
0,0.99988747,0.00011243751
0,0.9999509,4.907873e-05
0,0.99994224,5.752174e-05
0,0.9999718,2.8180451e-05
1,0.00015983153,0.9998403
0,0.99981785,0.00018239448
0,0.9998017,0.00019828665
1,0.00039675957,0.99960315
0,0.99995184,4.826791e-05
0,0.99980354,0.00019664207
0,0.9997406,0.00025943096
0,0.9999356,6.438702e-05
1,0.008616507,0.9913835
0,0.9999575,4.228693e-05
0,0.999204,0.00079596916
0,0.99984837,0.00015179664
0,0.9998508,0.0001494484
0,0.99986035,0.00013954108
0,0.9999666,3.3234755e-05
1,0.00016063593,0.99983925
0,0.99983126,0.00016870904
0,0.9995701,0.0004301539
1,0.0021158583,0.9978842
0,0.9999027,9.736986e-05
0,0.9997192,0.00028098188
0,0.9997658,0.00023417591
0,0.99984264,0.00015758575
0,0.87086505,0.12913494
0,0.99996704,3.3195098e-05
1,0.0015525873,0.9984474
0,0.99988943,0.00011069835
0,0.9998727,0.0001275926
1,0.00031630683,0.9996836
0,0.9999752,2.4715737e-05
0,0.9998799,0.00012031258
0,0.9999614,3.862044e-05
0,0.99997044,2.9602172e-05
0,0.99982405,0.00017602541
0,0.9999547,4.531083e-05
1,0.00012671575,0.99987316
0,0.999939,6.111216e-05
0,0.99989176,0.000108484186
0,0.99990314,9.7062984e-05
0,0.99992037,7.96979e-05
1,0.00014260777,0.9998574
0,0.9999008,9.905226e-05
0,0.99993473,6.5533706e-05
0,0.99992514,7.480145e-05
0,0.99994516,5.497228e-05
1,0.00013119765,0.9998688
0,0.9991637,0.0008361151
0,0.9995471,0.0004528536
0,0.9995867,0.00041343612
0,0.8040015,0.19599853
0,0.9998293,0.00017057307
0,0.9999161,8.401199e-05
0,0.99995947,4.0800613e-05
0,0.99992085,7.926161e-05
0,0.9999543,4.5941222e-05
1,0.00015349228,0.9998465
0,0.9999566,4.363679e-05
0,0.9999552,4.5016648e-05
0,0.9999375,6.267641e-05
0,0.99997705,2.3184719e-05
1,0.00012949664,0.99987054
0,0.99986315,0.00013712756
1,0.14539827,0.8546018
1,0.0003464561,0.99965364
0,0.99993426,6.591102e-05
0,0.9997874,0.00021245926
0,0.9998865,0.00011363797
0,0.9999013,9.868614e-05
0,0.9995171,0.00048289946
0,0.9999686,3.1341115e-05
1,0.00017895296,0.99982125
0,0.99991083,8.94564e-05
0,0.9999056,9.462681e-05
0,0.99984497,0.00015521304
0,0.9999747,2.5120185e-05
1,0.00019517599,0.9998048
0,0.9999084,9.146354e-05
0,0.99991226,8.792994e-05
0,0.9991037,0.000896277
0,0.9999723,2.7558726e-05
1,0.00026732968,0.99973273
0,0.9999604,3.941391e-05
0,0.99997425,2.5599127e-05
0,0.99996614,3.411588e-05
0,0.99997425,2.566836e-05
1,0.00012275962,0.9998773
1,0.00023410446,0.9997658
0,0.9998984,0.00010159277
0,0.99973875,0.0002613677
0,0.9999247,7.52429e-05
0,0.99958855,0.00041118244
0,0.99988884,0.00011096491
0,0.9999647,3.511207e-05
0,0.99996275,3.7161284e-05
0,0.99997383,2.635396e-05
1,0.0001265672,0.99987346
0,0.99992514,7.5051044e-05
0,0.99995905,4.1301013e-05
0,0.9999609,3.9128714e-05
0,0.9999747,2.5559852e-05
1,0.00014923804,0.9998508
0,0.99991316,8.697501e-05
0,0.9999747,2.5503023e-05
0,0.9999614,3.867458e-05
0,0.99997705,2.2756416e-05
1,0.00014582474,0.9998543
0,0.99627477,0.0037252766
0,0.9998045,0.00019551972
1,0.035157718,0.9648423
0,0.9723356,0.027664294
0,0.99815327,0.0018468279
0,0.9998345,0.0001653481
0,0.99931353,0.0006863539
0,0.9998908,0.00010906405
0,0.99988127,0.000118687705
1,0.00026020303,0.99973994
1,0.014856701,0.9851432
0,0.9997015,0.00029848647
0,0.9994282,0.000571853
0,0.9854823,0.014517653
0,0.99972254,0.00027735712
0,0.99988407,0.00011586558
0,0.9999461,5.3961332e-05
0,0.99992704,7.2784365e-05
0,0.99994427,5.5711e-05
1,0.00017121209,0.9998288
0,0.5520073,0.44799265
0,0.9998574,0.00014266615
0,0.99950033,0.000499581
1,0.09479189,0.9052082
0,0.9998336,0.00016636643
0,0.99992424,7.6049575e-05
0,0.9999718,2.798025e-05
0,0.99995995,3.9968287e-05
0,0.99997044,2.9407207e-05
1,0.00011893177,0.99988127
1,0.00028640518,0.99971366
0,0.999723,0.00027679928
0,0.9997692,0.00023095908
0,0.9999538,4.647833e-05
0,0.9996644,0.0003354127
0,0.99988943,0.00011047391
0,0.9999666,3.3224802e-05
0,0.99994993,4.9972747e-05
0,0.9999747,2.5536707e-05
1,0.00011635712,0.9998836
0,0.9998417,0.00015857093
0,0.99996704,3.2850126e-05
0,0.99995565,4.4429817e-05
0,0.9999714,2.8660095e-05
1,0.00015579409,0.9998443
0,0.99991035,8.970355e-05
0,0.99997276,2.714353e-05
0,0.99994856,5.1460265e-05
0,0.99997616,2.4100573e-05
1,0.0001362782,0.99986386
0,0.99996704,3.2860713e-05
0,0.99996334,3.6686688e-05
0,0.9999686,3.160106e-05
0,0.99997616,2.3787306e-05
1,9.6966214e-05,0.99990314
0,0.9999179,8.198302e-05
0,0.99972874,0.00027143335
0,0.9999623,3.793856e-05
0,0.99997616,2.3813727e-05
1,0.0001372601,0.9998627
0,0.9984151,0.00158493
1,0.0009229359,0.9990771
0,0.9994463,0.0005537531
0,0.99990946,9.042038e-05
0,0.9998688,0.00013100637
0,0.99991995,8.032336e-05
0,0.9999375,6.2659725e-05
0,0.99995273,4.71443e-05
0,0.99997425,2.5789745e-05
1,0.000118761986,0.99988127
0,0.9999179,8.2155595e-05
0,0.99995947,4.0590807e-05
0,0.9999533,4.6730154e-05
0,0.9999752,2.5043308e-05
1,0.000120259705,0.9998799
0,0.9999681,3.2221382e-05
0,0.9999686,3.1412306e-05
0,0.99995995,3.9939787e-05
0,0.99997616,2.378694e-05
1,0.00010070513,0.99989945
0,0.99992794,7.205766e-05
0,0.99989885,0.000101315665
0,0.99995273,4.711706e-05
0,0.99997425,2.56194e-05
1,0.00013357686,0.9998665
1,0.0002558674,0.9997441
0,0.9998793,0.00012079661
0,0.999877,0.00012303106
0,0.9999781,2.215965e-05
0,0.9998756,0.00012464145
0,0.99992704,7.297557e-05
0,0.99995613,4.406821e-05
0,0.99995613,4.4079647e-05
0,0.9999752,2.4649355e-05
1,0.00012515005,0.9998751
0,0.99992704,7.288578e-05
0,0.99996704,3.3151813e-05
0,0.9999575,4.245187e-05
0,0.99997663,2.3543607e-05
1,0.0001246644,0.9998756
1,0.0009751976,0.9990246
0,0.99364924,0.00635083
0,0.99884576,0.0011542977
0,0.99997336,2.6617738e-05
0,0.9957564,0.0042435965
0,0.9999323,6.780834e-05
0,0.99985266,0.00014745056
0,0.99995905,4.122601e-05
0,0.9999775,2.2647839e-05
1,0.00016725331,0.9998329
0,0.99598056,0.0040195324
0,0.52089834,0.47910166
0,0.9996654,0.00033476527
0,0.99996334,3.680099e-05
0,0.9945648,0.0054350495
0,0.9999395,6.0820228e-05
0,0.99995184,4.8175887e-05
0,0.99994993,5.021443e-05
0,0.99997425,2.5874144e-05
1,0.00014749724,0.99985266
0,0.9999361,6.379146e-05
0,0.9999643,3.5682693e-05
0,0.9999604,3.9658687e-05
0,0.99997425,2.5927275e-05
1,0.00014247007,0.9998577
0,0.9999543,4.5613884e-05
0,0.99996614,3.3699514e-05
0,0.99995947,4.0360363e-05
0,0.9999686,3.1506028e-05
1,0.00010845666,0.99989176
0,0.9986019,0.0013982143
0,0.999693,0.000306975
0,0.99984604,0.00015424621
0,0.9997526,0.00024767235
1,0.00097426807,0.9990255
0,0.999887,0.00011287349
0,0.99994135,5.861923e-05
0,0.9999552,4.5114033e-05
0,0.99995136,4.8639333e-05
1,0.00016522768,0.9998348
0,0.80219114,0.1978089
0,0.999456,0.0005438572
0,0.9997483,0.00025164703
0,0.99948925,0.0005109607
0,0.99969196,0.00030797053
0,0.99990886,9.12386e-05
0,0.99996907,3.1258045e-05
0,0.9999575,4.2692136e-05
0,0.99997044,2.9849456e-05
1,0.00013764456,0.9998625
0,0.9999495,5.0444054e-05
0,0.9999623,3.7522175e-05
0,0.99996275,3.7097056e-05
0,0.99996907,3.1076852e-05
1,0.0001117479,0.99988836
0,0.99992746,7.264435e-05
0,0.99991226,8.785131e-05
0,0.99995613,4.4079472e-05
0,0.9999675,3.2607542e-05
1,0.00013543463,0.9998645
1,0.00019583864,0.9998043
0,0.99990606,9.382616e-05
0,0.9999284,7.161878e-05
0,0.99994475,5.5542463e-05
0,0.9998293,0.00017080862
0,0.99991274,8.7421395e-05
0,0.99994856,5.151944e-05
0,0.9999566,4.3501375e-05
0,0.9999686,3.1578584e-05
1,0.0001280799,0.99987173
0,0.99992037,7.9458085e-05
0,0.99996334,3.6729816e-05
0,0.9999675,3.270184e-05
0,0.9999695,3.0707764e-05
1,0.00012443514,0.9998756
0,0.9999623,3.7529906e-05
0,0.9999723,2.7693279e-05
0,0.99996996,3.0060279e-05
0,0.99997705,2.296819e-05
1,0.00011473948,0.99988514
0,0.99992704,7.297049e-05
0,0.99993426,6.562658e-05
0,0.99996275,3.742258e-05
0,0.99997705,2.3139104e-05
1,0.00014037061,0.9998596
1,0.00020245276,0.9997975
0,0.9999495,5.0782754e-05
0,0.9999395,6.068199e-05
0,0.9999775,2.2255887e-05
0,0.99981403,0.00018614999
0,0.9999295,7.066717e-05
0,0.9999652,3.4905406e-05
0,0.99996996,3.0281602e-05
0,0.99997705,2.3159106e-05
1,0.00013434376,0.9998658
0,0.999887,0.000112842274
0,0.9999686,3.156756e-05
0,0.99996334,3.682399e-05
0,0.9999752,2.4923416e-05
1,0.00017870637,0.9998214
0,0.9999686,3.159033e-05
0,0.99997336,2.6824688e-05
0,0.9999714,2.8838034e-05
0,0.99997705,2.291721e-05
1,0.00010232593,0.99989796
0,0.9999375,6.25701e-05
0,0.9999179,8.222716e-05
0,0.9999652,3.466298e-05
0,0.99997705,2.287088e-05
1,0.00013788539,0.9998622
1,0.00022935458,0.9997706
0,0.99992085,7.944262e-05
0,0.99990946,9.087787e-05
0,0.99997044,2.9509043e-05
0,0.99985313,0.00014693734
0,0.99992514,7.493189e-05
0,0.9999647,3.538641e-05
0,0.9999681,3.188498e-05
0,0.99997663,2.3259596e-05
1,0.0001235153,0.9998765
0,0.99990994,9.017237e-05
0,0.9999709,2.9246221e-05
0,0.9999604,3.9512175e-05
0,0.99997705,2.306675e-05
1,0.00012807746,0.99987173
0,0.9999538,4.6258818e-05
0,0.9999586,4.1346848e-05
0,0.9999475,5.2585343e-05
0,0.99996704,3.308145e-05
1,0.00019116527,0.9998088
0,0.9998822,0.00011804742
1,0.00082758855,0.9991723
0,0.99431986,0.0056802304
0,0.99978447,0.00021541596
0,0.99981403,0.00018609106
0,0.99990946,9.072494e-05
0,0.9999547,4.520111e-05
0,0.9999552,4.50036e-05
0,0.9999723,2.7745304e-05
1,0.00013326995,0.99986666
0,0.9999184,8.139096e-05
0,0.99984837,0.00015177843
0,0.99990994,9.026426e-05
0,0.999957,4.317709e-05
1,0.00041282742,0.9995872
