predicted_label,positive,neutral,negative,conflict,none
4,0.0007387948,8.142574e-05,0.00012179605,6.1442865e-05,0.9989968
4,0.003010963,0.00025397434,0.00016336393,0.00015710272,0.99641436
0,0.9924365,0.0011952515,0.00047493106,0.00498345,0.0009098432
0,0.99214697,0.0010578017,0.00042047014,0.004093943,0.0022809773
0,0.9908893,0.00080414535,0.00047124433,0.0031014765,0.0047338326
4,0.0002975236,7.896661e-05,0.00018413855,4.8247704e-05,0.99939126
0,0.9887239,0.002920855,0.0011288906,0.0062254104,0.001001133
4,0.00090035837,0.00033860805,0.00021818207,0.00011598399,0.9984266
4,0.00045695197,0.00014715752,0.0001593129,6.476805e-05,0.99917156
4,0.0011104882,0.0007661769,0.0008803882,0.00041071724,0.99683213
4,0.0006730362,7.369522e-05,0.00011707204,5.5884477e-05,0.9990802
4,0.0020522207,0.00036481523,0.00027708797,0.00020768394,0.9970984
0,0.99276125,0.0010530518,0.00036572944,0.004037917,0.001781926
0,0.9910179,0.0012686569,0.00050368055,0.0061680754,0.0010416383
0,0.9922543,0.0010682271,0.0004973444,0.0049680066,0.0012121355
4,0.00022929441,8.989263e-05,0.0002686159,5.2685435e-05,0.99935937
0,0.46803215,0.0945464,0.23976202,0.19611928,0.0015403044
4,0.00046061297,0.00024217671,0.00017266949,4.8067126e-05,0.9990763
4,0.00041333755,0.00012717773,0.00019907884,5.7198282e-05,0.9992031
4,0.00029449345,0.00013283889,0.00036936716,7.385543e-05,0.99912965
4,0.00020860361,0.00010538148,0.000363681,6.64582e-05,0.999256
2,0.005702889,0.10553176,0.71837837,0.00958182,0.16080515
4,0.00038589665,0.0006505464,0.0010236815,0.00019931498,0.99774045
4,0.00023771694,0.00012944119,0.00031015815,6.652427e-05,0.9992565
2,0.0043785656,0.0071790325,0.96477574,0.01605184,0.0076148426
2,0.0022634142,0.00452494,0.5889653,0.006598741,0.39764753
4,0.0012920619,0.0037011488,0.01147339,0.0023441066,0.98118913
2,0.0012185851,0.007729446,0.9631357,0.010653881,0.017262252
2,0.001929072,0.0059385924,0.826553,0.009042086,0.15653716
2,0.0012361907,0.0050496785,0.9734133,0.015818797,0.0044821273
4,0.00019891317,0.00013079325,0.00058029225,0.000102732796,0.99898726
4,0.0006351602,0.0020595468,0.0030606692,0.0010062406,0.99323845
4,0.0007787209,0.00092548225,0.0010454813,0.0004581358,0.9967922
0,0.58905536,0.030380301,0.033360723,0.3461244,0.0010791443
4,0.00028910028,0.00022878026,0.00089844427,0.0001762974,0.9984072
4,0.0002677098,0.00024209614,0.0009518094,0.00016405448,0.99837434
2,0.0029089889,0.031177092,0.9336843,0.029396925,0.0028325547
4,0.0004961711,0.00094531884,0.0012803478,0.0003139842,0.9969642
4,0.00037217521,0.00045228517,0.0011060801,0.00024470076,0.9978246
4,0.00039462486,0.00061317504,0.0026357798,0.00038004684,0.99597645
4,0.00030326963,8.237464e-05,0.00017810424,4.9741808e-05,0.9993865
