predicted_label,None,Positive,Negative
0,0.99919736,0.0006912727,0.00011125482
0,0.9996801,0.000120798446,0.00019905852
0,0.9997178,0.00014387972,0.00013847167
0,0.9995943,0.0003138058,9.188845e-05
0,0.99935216,0.00038958868,0.00025814955
0,0.9991826,0.00032459994,0.00049261376
0,0.9994737,0.00020748458,0.00031908756
0,0.9996406,0.00021490664,0.0001446077
1,0.0010207593,0.99728185,0.0016975737
0,0.99964243,0.00013831264,0.00021924273
0,0.99968344,0.00017528431,0.00014112699
0,0.99964917,0.00027569177,7.526887e-05
0,0.98543054,0.0142231425,0.00034637697
0,0.9996067,0.000184667,0.00020842462
0,0.999691,0.00019126138,0.000117712865
0,0.9994728,0.00043735973,9.005575e-05
0,0.9991349,0.0006700112,0.00019530766
0,0.9996429,0.00013216147,0.00022477307
0,0.99972194,0.00012367502,0.00015450636
0,0.99972254,0.00019126046,8.613668e-05
0,0.9947448,0.0011611795,0.0040940074
2,0.3937965,0.0049453997,0.6012582
0,0.9995676,0.00018732768,0.00024482844
0,0.9996439,0.00024469654,0.000111296
0,0.9884425,0.0014250901,0.010132418
0,0.99960625,0.00013998106,0.00025387164
0,0.9995733,0.00013271911,0.00029382718
0,0.99966675,0.00021636757,0.0001167023
0,0.9968146,0.003033305,0.00015190295
0,0.9993822,0.0003879566,0.00022976616
1,0.0053956215,0.99156046,0.0030439084
0,0.9989582,0.00092496513,0.00011693446
0,0.9992602,0.00053491595,0.00020490642
0,0.9996224,0.00014247824,0.00023501982
0,0.9997167,0.00012786119,0.00015539656
0,0.9996924,0.00020948396,9.822371e-05
1,0.002154109,0.99673283,0.0011129456
0,0.9996096,0.00017352955,0.00021697879
1,0.0030550936,0.99048686,0.006458068
0,0.99956423,0.00036089987,7.4581985e-05
2,0.0012978823,0.01732517,0.981377
0,0.9995481,0.00014030076,0.00031145164
0,0.99959964,0.00013282357,0.0002676787
0,0.9995333,0.00025064658,0.00021588319
0,0.9994799,0.00034087818,0.00017934456
2,0.007073608,0.004497237,0.98842907
0,0.9997101,0.00011321675,0.0001768015
0,0.9996672,0.00018690851,0.0001459057
0,0.99914783,0.00071707624,0.00013548358
0,0.99931926,0.00029599873,0.0003846465
0,0.9996581,0.00017187056,0.00017020974
0,0.99957424,0.0003252482,0.000100383426
0,0.9812673,0.006389035,0.012343777
0,0.9995228,0.00011939384,0.00035766148
0,0.99963486,0.00013634085,0.00022870084
0,0.9996224,0.00024717802,0.00013062946
1,0.0010435105,0.9971516,0.0018047879
0,0.99942803,0.00025943888,0.00031258448
0,0.99967194,0.00018316528,0.00014482134
0,0.9995653,0.00034303297,9.1488495e-05
0,0.99917966,0.00066798594,0.00015243817
2,0.0038295202,0.11286618,0.8833044
1,0.004937786,0.98506796,0.009994346
0,0.9994628,0.00037773445,0.00015951328
0,0.9994213,0.00046219534,0.00011651891
0,0.99957854,0.00017001992,0.00025122927
0,0.99961007,0.00018971469,0.00020016627
0,0.9996772,0.00024264162,8.000525e-05
0,0.9991888,0.00047870027,0.0003324428
0,0.9992692,0.00039733018,0.000333408
1,0.007322599,0.98407316,0.008604169
0,0.99929553,0.0005629763,0.0001415428
0,0.9988324,0.00018869953,0.0009789132
0,0.9994803,0.0001643086,0.00035537547
0,0.99962336,0.000109181434,0.0002674577
0,0.9996334,0.00013973538,0.0002265937
1,0.0014167211,0.99742174,0.0011613568
0,0.9994808,0.00031886942,0.00020014604
0,0.9996267,0.00020833856,0.00016479948
0,0.99785084,0.0020114076,0.00013800999
2,0.19383085,0.007423945,0.79874533
0,0.9991236,0.00019664866,0.00068000925
0,0.9995094,0.00013179921,0.00035903923
0,0.9995062,0.00014128536,0.00035241275
0,0.54375875,0.45540935,0.0008319266
0,0.9994632,0.0002338162,0.0003032115
0,0.9996444,0.00018026505,0.00017547749
0,0.99962485,0.00029484107,8.033049e-05
0,0.92609656,0.07216011,0.0017434047
0,0.99966294,0.00015396156,0.00018331328
0,0.9996753,0.00015597352,0.00016886371
0,0.99940175,0.0004759399,0.0001222176
0,0.9993932,0.0004557762,0.00015114085
0,0.9996334,0.0001891974,0.00017734256
0,0.99964243,0.00019772732,0.00015996434
0,0.9994803,0.00040109397,0.00011878215
0,0.9540943,0.0048810644,0.041024763
0,0.9908577,0.00043924822,0.008702931
0,0.99970824,0.00011554238,0.00017642269
0,0.999691,0.00022336678,8.583883e-05
0,0.993753,0.005424486,0.00082251074
0,0.99966395,0.00016286863,0.00017307804
0,0.9997187,0.00014581931,0.00013567573
0,0.94515806,0.05412503,0.00071691757
0,0.9969938,0.0015989693,0.0014070654
2,0.0062160254,0.003997931,0.98978597
0,0.9995701,0.0001777084,0.0002522922
0,0.9995896,0.00025098503,0.00015955816
1,0.0013178835,0.9966914,0.0019907972
0,0.9995905,0.00016632282,0.00024308865
0,0.9996439,0.00016718075,0.00018903184
0,0.99956423,0.0003232688,0.00011230302
0,0.9991045,0.0007829558,0.00011247719
0,0.9996739,0.00014944498,0.00017658246
0,0.9996153,0.00023217766,0.00015279764
1,0.0142247835,0.9820948,0.0036802979
0,0.99949753,0.00032126895,0.00018112078
0,0.96036834,0.003187071,0.03644473
0,0.99969774,0.00011338845,0.00018905528
2,0.14711837,0.10600292,0.74687856
0,0.53457046,0.46433336,0.0010962163
